구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인마감,(주) 고암선양,관악구,주차관리원,만 55세~70대 초반,남,상세내용 참고,,1명,"-직무내용 : 주차관리원 / 차량출입관리 (주차장 면접 약 차량 10대정도)-근무시간 : 07:00~18:30 (주간 휴게 3시간) / 주 6일근무 (월~금 중 하루 휴무)-급여 : 연봉 2,000~2,200만원 (협의)-근무 예정지 : 2호선 봉천역 3번 출구 위치",별도문의 02-6220-8640,,,민간,관악구 주차관리원 모집,,무관,모집 완료 시 마감
구인마감,어르신행복일자리센터,종로구,지하철 택배원,만 65세 이상 ~,남,상세내용 참고,,10명,"-직무내용: 지하철을 이용한 작은 물건 및 서류 배송-근무시간: 근무시간 협의 가능 (주중, 주말 포함) / 주 5일 근무 -급여 : 지하철택배 수입의 70%를 지급(*고용보험, 산재보험 가입)(*건강하시고 스마트폰 원할한 사용자 지원 희망)*보건복지부 어르신일자리 사업 ㄴ 소정의 날짜와 시간 만근시 기본 참여수당 180,000원 지급 ㄴ 참여제외대상: 국민기초생활수급자 및 건강보험 직장가입자, 타정부일자리 사업참여자,장기요양 등급 판정자 지원불가",별도문의 02-6220-8640,,,민간,종로구 지하철 택배원 모집,,무관,모집 완료 시 마감
구인마감,코웨이 (침대매장) / 이노서브비엠,강남구,미화원,만 55세~,여,"시급 10,000원",10:00~13:00,1명,"[코웨이 (침대매장) 논현점 미화원]-직무내용 : 매장 바닥청소, 쓰레기 분리수거, 유리세정, 화장실 청소-근무시간 : 10:00~13:00 / 주 4일 근무 (월, 수, 금, 토) -급여 : 시급 10,000원 -근무 예정지 : 9호선 언주역 3번 출구 위치",별도문의 02-6220-8640,,,민간,강남구 미화원 모집,,무관,모집 완료 시 마감
구인마감,까사미아 (가구매장) / 이노서브비엠,강남구,미화원,만 55세~,여,"시급 10,000원",11:00~13:00,1명,"[까사미아 (가구매장) 대치한티점 미화원]-직무내용 : 매장 바닥청소, 쓰레기 분리수거, 유리세정, 화장실 청소-근무시간 : 11:00~13:00 / 주 6일 근무 (일요일 휴무) -급여 : 시급 10,000원 -근무 예정지 : 수인분당 한티역 근처 위치",별도문의 02-6220-8640,,,민간,강남구 미화원 모집,,무관,모집 완료 시 마감
구인마감,종로시니어클럽,종로구,바리스타,만 60세 이상~,무관,상세내용,,12명,"<2022년 노인일자리 시장형사업단 참여자 모집 안내>1. 참여 조건 : 서울시에 거주하는 만 60세 이상 어르신2. 모집 기간 : 2021.12.6.(월) ~ 2021.12.17.(금)3. 근무 내용 및 모집 인원 * 명륜다락방(12명)  : 종로구 명륜동 카페 매장에서 커피 및 식음료 제조 판매4. 근무 기간 : 연중(1월~12월)5. 참여자 인건비* 명륜다락방: 시급 9,200원×근무시간(일 4시간, 주 3일 근무) - 매장 운영일: 월~토요일 (월, 화, 수 / 목, 금, 토)  - 근무시간: 08:00~12:00 / 12:00~16:00 / 16:00~20:00 (* 일 4시간씩 2인 1조로 근무) 6. 선발제외자 - 국민기초생활수급자(생계급여) - 건강보험 직장가입자 - 장기요양등급판정자 - 타 기관 노인일자리 및 사회활동지원사업 중복 참여자7. 제출서류 : 주민등록등본 1부, 통장사본 1부, 코로나19 백신접종확인서 1부(2차 이상 접종 완료자에 한해 선발점수 가점 부여)",별도문의 02-6220-8640,,,민간,종로구 바리스타 모집,,무관,모집 완료 시 마감
구인마감,[시니어인턴십] (주)지오아이앤티,경기도 파주시,배송 운전원,만 60세~69세,남,"시급 8,720원",,1명,"-직무내용 : (1톤 용달) 배송, 간단한 기기정비-근무시간 : 주 5일 근무 / 09:00~18:00 (휴게시간 12:30~13:30)-급여 : 시급 8,720원 -필수 : 1종 운전면허 소지자 필수 (운전 가능자) -근무 예정지 :  경기도 파주시 장명산길 109 (오도동) 시니어인턴십 참여 가능자 (만60세 이상 아래 제외조건 해당하지 않는 자)*참여제한:-중앙정부 및 지방자치단체 재정지원일자리사업 등에 참여 중인 자-인턴십 참여 직전 90일 이내 해당기업에 취업사실이 있는 자-당해년도 인턴십 참여 도중 2회 이상 중도포기한 자-인턴십 참여 시작일 기준, 타 사업장 고용보험에 가입되어 있는 경우-인턴십에 참여한 자가 동일 사업장에 재 참여하는 경우-동일인이 당해연도에 2개 이상 사업장에 참여하는 경우-채용예정인 기업의 사업주와 배우자, 직계인척(사위-처부모, 며느리-시부모), 직계존비속, 혈족(형제,자매 등)관계에 있는 자-자영업자(사업자등록증 보유 기준)",별도문의 02-6220-8640,,,민간,경기도 파주시 배송 운전원 모집,,무관,모집 완료 시 마감
구인마감,알유스포츠 계동점 / (주)타이거알유,종로구,청소원,만 55세~,여,월 50만원,,1명,"-직무내용 : 여탕 내부청소, 헬스장 락카정리 / 어려운 작업 없음 (초보 가능, 경력 소지자라면 나이무관)-근무시간 : 주 4일 근무(월, 수, 목, 금) / 13:00 ~ 16:00-급여 : 월 50만원 (3.3% 공제) -근무 예정지 : 3호선 안국역 3번 출구에서 도보 5-10분 거리 위치",별도문의 02-6220-8640,,,민간,종로구 청소원 모집,,무관,모집 완료 시 마감
구인마감,2022년 국립공원지킴이(녹색순찰대) 모집,북한산국립공원도봉사무소 일원,국립공원지킴이(녹색순찰대),나이 제한없음(만 18세 이상),무관,"월급2,044,440원(세전)",,24명,* 자세한 사항은 첨부한 모집공고문을 반드시 참조하시기 바랍니다.,상세내용 참고,2022년 북한산국립공원도봉사무소 국립공원지킴이(녹색순찰대) 모집 공고.zip,,민간,북한산국립공원도봉사무소 일원 국립공원지킴이(녹색순찰대) 모집,,무관,모집 완료 시 마감
구인마감,[시니어인턴십] 미아주유소,강북구,주유 및 세차원,만 60세~63세,남,월 211만원,09:00~18:00,1명,"[주유소 주유 및 세차원 채용]-직무내용 : 주유 및 세차원 (*세차된 차량 마름질)-근무시간 : 09:00~18:00 / 휴게 1시간 / 주 6일 근무 -급여 : 월급 211만원-근무예정지 : 4호선 미아역 1번 출구시니어인턴십 참여 가능자 (만60세 이상 아래 제외조건 해당하지 않는 자)*참여제한:-중앙정부 및 지방자치단체 재정지원일자리사업 등에 참여 중인 자-인턴십 참여 직전 90일 이내 해당기업에 취업사실이 있는 자-당해년도 인턴십 참여 도중 2회 이상 중도포기한 자-인턴십 참여 시작일 기준, 타 사업장 고용보험에 가입되어 있는 경우-인턴십에 참여한 자가 동일 사업장에 재 참여하는 경우-동일인이 당해연도에 2개 이상 사업장에 참여하는 경우-채용예정인 기업의 사업주와 배우자, 직계인척(사위-처부모, 며느리-시부모), 직계존비속, 혈족(형제,자매 등)관계에 있는 자-자영업자(사업자등록증 보유 기준)",별도문의 02-6220-8640,,,민간,강북구 주유 및 세차원 모집,,무관,모집 완료 시 마감
구인마감,미르치과기공소,중구,지하철 택배원,만67세~75세,남,월급 60만원,07:20~16:00,1명,[미르 치과기공소 치과배달 어르신 구인]-직무내용 : 치과에 기공물 배달 -근무시간 : 07:20~16:00 / 주 6일 근무 (토요일 격주) -급여 : 월급 60만원 -근무예정지 : 1호선 서울역 2번 출구 위치,별도문의 02-6220-8640,,,민간,중구 지하철 택배원 모집,,무관,모집 완료 시 마감
구인마감,[시니어인턴십] 씨유 방배래미안점,서초구,편의점 판매원,만 60세 ~ 65세,무관,"시급 8,720원",15:00~22:30,2명,"[주간 판매 및 매장관리 직원 채용]-직무내용 : 물건 판매 및 매장 관리 업무 -근무시간 : *주간 (1명) : 15:00~22:30 / 주 3일 근무 *야간 (1명) : 22:30~다음날 아침 07:30 / 주 2일 근무-급여 : 시급 8,720원-근무예정지 : 4호선 사당역 3번 출구 근처 위치시니어인턴십 참여 가능자 (만60세 이상 아래 제외조건 해당하지 않는 자)*참여제한:-중앙정부 및 지방자치단체 재정지원일자리사업 등에 참여 중인 자-인턴십 참여 직전 90일 이내 해당기업에 취업사실이 있는 자-당해년도 인턴십 참여 도중 2회 이상 중도포기한 자-인턴십 참여 시작일 기준, 타 사업장 고용보험에 가입되어 있는 경우-인턴십에 참여한 자가 동일 사업장에 재 참여하는 경우-동일인이 당해연도에 2개 이상 사업장에 참여하는 경우-채용예정인 기업의 사업주와 배우자, 직계인척(사위-처부모, 며느리-시부모), 직계존비속, 혈족(형제,자매 등)관계에 있는 자-자영업자(사업자등록증 보유 기준)",별도문의 02-6220-8640,,,민간,서초구 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,[시니어인턴십] 도봉구시설관리공단,도봉구,전기 또는 에너지,현재 만 60세 이상 만63세 이하,남,공단 '기간제근로자 관리규정'에 의함,,2명,"[시니어인턴십] 2021년 하반기 기간제 직원 채용공고1. 채용분야 및 선발예정인원* 전기 또는 에너지 / 2명 / 임용일로부터 1년-일8시간, 주 5일 근무(근무스케줄에 따라 변경 가능)-근면 성실하고 주말, 주야간(방재실) 및 휴일근무 가능자-응시자격: 전기기능사 또는 에너지관리기능사 1개이상 자격증 소지자(* 직무별 담당업무에 부합하는자)** 유의사항-기간제 시니어는 고령자고용촉진법에 의거 공고일 현재 만 60세 이상 만63세 이하(공고일 기준)인 자만 지원할 수 있는 직원공개채용공고임.-공단 운영상황에 따라 근무시간 및 근무지는 변동될 수 있음.2. 응시자격<공통사항>-남성지원자의 경우 '병역법'에 따른 병영의무를 기피하여 처벌 받지 않은 자.-서울특별시 도봉관리시설공단 '인사규정' 제10호 결격사유에 해당되지 아니한 자.-시니어인턴십 참여 가능자(*시니어인턴십 참여자 자격)-사업자등록증(임대사업자) 소지자 참여 불가 (소득없음 증빙 가능한 경우 참여가능)-국민취업지원제도/취업성공패키지 참여중인자 참여 불가-타재정지원일자리,공공근로 참여중인자 참여 불가-동일 사업장에 90일이내 근무이력 있는자 지원 불가 (일용근로는 가능)3. 업무 및 보수-직무별 담당업무: 공단 전기설비 관련 시설물 관리 또는 보일러 및 에너지 설비 관련 시설물 관리 / 각 사업장 시설물 유지, 관리 및 지원 업무 등 수행-보수: 공단 '기간제근로자 관리규정'에 의함 / 기타 수당의 경우 관계법률 및 공단 규정에 의함4. 전형방법-1차 필기전형(인성검사) > 2차 면접전형 > 최종 합격자 결정5. 응시원서 접수-접수기간 : 2021. 11. 29 - 12. 3-접수처 : 도봉구시설관리공단 경영지원팀(* 주소: 서울특별시 도봉구 노해로63길 43 행정지원센터 2층 경영지원팀)-접수방법 : 방문, 우편, 이메일 접수 (dobongsiseol1@gmail.com)*평일 점심시간 (12시~13시), 토,일요일, 공휴일은 현장접수 불가*우편접수는 반드시 등기우편으로 접수, 접수마감일 18:00까지 도착분에 한함.*방문접수, 이메일 접수, 접수마감일 18:00까지 도착분에 한함.6. 응시원서 접수 및 제출서류 안내-입사지원 시 제출 : 응시원서 1부, 자기소개서 1부, 개인정보 수집이용제공동의서 1부(* 제출서류는 첨부된 양식을 사용하여야 함)-필기시험 당일 제출 : 자격증 사본 1부 (해당자에 한함), 신분증 및 운전면허증 (본인확인용)",상세내용 참고,입사지원서_도봉구시설관리공단.hwp,,공공,도봉구 전기 또는 에너지 모집,,무관,모집 완료 시 마감
구인마감,종로시니어클럽,종로구,미화원,만 60세 이상 ~,여,"월급 535,000원",08:00~10:30,1명,"-직무내용 : 건물 환경미화 -지원대상 : 만 60세 이상 건강한자, 등본상 주소가 서울인 자 (*바로 근무 가능함) -근무시간 : 주 5일 / 08:00~10:30-급여 : 월급 535,000원 -근무예정지 : 1호선 종각역 위치",별도문의 02-6220-8640,,,민간,종로구 미화원 모집,,무관,모집 완료 시 마감
구인마감,(주)휴브리스,서울 (상세내용 참고),육아 도우미(베이비시터),만 55세~63세,여,"시급 9,000원~13,000원",09:00~18:00,10명,"[육아 도우미 / 베이비시터]-직무내용 : 아이 돌봄-근무시간 : 주 5일 근무 / 09:00~18:00 내에서 근무 (*돌봄 가정마다 근무시간 상이함) -급여 : 9,000~13,000원 (*돌봄 가정유형마다 상이함)-우대 : 베이비시터, 산후도우미, 보육교사, 유치원정교사 자격증 우대-근무예정지 : 근무지는 본인의 거주지와 근접한 곳에 근무지 배치 예정",별도문의 02-6220-8640,,,민간,서울 (상세내용 참고) 육아 도우미(베이비시터) 모집,,무관,모집 완료 시 마감
구인마감,(주)보경안전,서초구,건물 관리원,만 55세~68세,남성,"월 1,950,000원",,1명,"-직무내용: 빌딩 내 경비, 시설관리, 주차 -근무시간: 격일근무 (06:30~익일06:30)-급여: 월 1,950,000원-필수: 일반경비원 신임교육 이수 / 경력 3년이상 -근무예정지: 2호선 교대역 10번 출구 위치",별도문의 02-6220-8640,,,민간,서초구 건물 관리원 모집,격일,경력,모집 완료 시 마감
구인마감,서원프라자 관리단,관악구,주차관리원,만55세~64세,남,월 187만원,,1명,"-직무내용 : 주차관리요원 (주차비용 징수 업무) -근무시간 : 격일근무 (06:30~익일6:30)-급여 : 월 187만원-우대 : 관악구 거주자, 바로 근무가능자 우대-근무예정지 : 2호선 신림역 7번 출구 위치",별도문의 02-6220-8640,,,민간,관악구 주차관리원 모집,격일,무관,모집 완료 시 마감
구인마감,성동노인종합복지관,성동구,생활지원사,정년은 만 64세로 규정,무관,"월 113만 7,090원(사회보험료 본인부담금 포함)",,1명,"1. 근무조건1) 채용인원 : 노인맞춤돌봄서비스 생활지원사 1명2) 업무내용 : 직접서비스 제공, 신규 대상자 관리 등3) 근무시간 : 주 5일, 일 5시간 근무4) 근무형태 : 계약직(2021.12.01.~2021.12.31.), 근무평가를 통한 계약 연장 가능5) 급여기준 : 2021년도 노인맞춤돌봄서비스사업 수행인력 채용 지침기준- 월 113만 7,090원(사회보험료 본인부담금 포함)※ 본 복지관 인사규정에 따라 종사자의 정년은 만 64세로 규정하고 있습니다.2. 응시자격1) 지원자격- 다음의 결격 사유에 해당하지 않는 자① 사회복지사업법에 따라 사회복지시설 종사자 결격사유에 해당되지 않는 자(법 제35조의 2제2항)② 범죄 및 성폭력범죄 조회 시 결격사유가 없는 자※ 결격사유 해당 시 합격 및 고용 취소2) 우대사항: 사회복지사 또는 요양보호사 자격증 소지자( 단, 생활지원사는 장기요양 방문요양서비스 제공자와 겸직 사양 )3. 준비서류1) 이력서, 자기소개서 각 1부 (본 기관 양식 참조)2) 개인정보활용 동의서 1부.4. 모집기간1) 서류전형 : 11월 8일(월) ~ 11월 22일(월) 정오까지 도착분에 한함2) 서류합격발표 : 11월 23일(화)3) 면접전형 : 추후 별도 공지예정4) 최종합격발표 : 추후 별도 공지예정5. 접수방법 : 우편, e-mail (sdsenior5118@naver.com)(코로나19 감염 예방을 위해 전자메일 접수 권장)6. 주 소 : 서울시 성동구 마조로 77(마장동) 성동노인종합복지관 지역복지과 1층 사무실7. 문 의 처 : 02-6341-8657 신영선 전담사회복지사8. 기타사항: 채용 적격자 없을 시 재공고함: 제출서류에 허위사실 기재 시 임용을 취소할 수 있음*첨부파일 내 '자기소개서양식' 확인바랍니다. 감사합니다.",별도문의 02-6220-8640,자기소개서양식(최종).hwp,,민간,성동구 생활지원사 모집,,무관,모집 완료 시 마감
구인마감,서울수유초등학교 22년 학교보안관 채용 공고,강북구,학교보안관,만55세 ~ 만70세,무관,"월 2,014,440원",,1명,* 자세한 사항은 첨부된 공고문을 참조해주시기 바랍니다.,별도문의 02-6220-8640,2022년 수유초 학교보안관 채용 계획공고.hwp,,민간,강북구 학교보안관 모집,,무관,모집 완료 시 마감
구인마감,종로시니어클럽,종로구,미화원,만 60세 이상 ~,여,"시급 10,000원",06:30~07:30,1명,"-직무내용 : 건물 환경미화 (휴지통 분리수거만 1시간 근무 / 주 1회 바닥과 창틀 먼지 닦기)-지원대상 : 만 60세 이상 건강한자, 등본상 주소가 서울인 자 -근무시간 : 주 5일 / 06:30~07:30 (1시간) -급여 : 시급 10,000원 -그외 복리후생 : 경조휴가, 경조금, 명절선물, 1년 계약 완료 후 정규직전환 -근무예정지 : 3호선 경복궁역 위치",별도문의 02-6220-8640,,,민간,종로구 미화원 모집,,무관,모집 완료 시 마감
구인마감,오에스개발주식회사,광진구,미화원,만 55세 ~,여,"월급 180,000원",14:00~16:00,1명,"-직무내용 : 건물 미화업무                 (*4층 건물이며, 그 중에 3층인 ""대한적십자사 성동구 광진 나눔터""만 청소 담당) -근무시간 : 주 2일 (월, 수) / 14:00~16:00-급여 : 월 180,000원-근무예정지 : 2호선 건대입구 4번출구 위치 (대한적십자사 성동구 광진 나눔터)",별도문의 02-6220-8640,,,민간,광진구 미화원 모집,,무관,모집 완료 시 마감
구인마감,삼성로에너지 / GS셀프 삼성로주유소,강남구,주유 및 세차원,만 55세~69세,무관,월 230만원,,1명,[강남구 삼성동 주유 / 세차원 모집]-직무내용 : 주유소 내 주유/세차 관리(셀프)-근무시간 : 08:30~17:30 (휴게시간 12:00~13:00) / 주 6일 근무-급여 : 월 230만원-근무예정지 : 9호선 삼성중앙역 6번 출구 위치,별도문의 02-6220-8640,,,민간,강남구 주유 및 세차원 모집,,무관,모집 완료 시 마감
구인마감,종로시니어클럽,은평구,조리 보조원,서울시에 거주하시는 만 65세 이상 ~,여,"월 712,800원",,1명,"[종로시니어클럽 장애인보듬이 모집] 1. 모집 인원 : 1명2. 참여 조건 : 서울시에 거주하시는 만 65세 이상 어르신3. 근무 내용 : 장애인시설 내 조리보조 (* 위치 : 6호선 역촌역 근처 위치) 4. 근무 조건 : 일 3시간(14:00~17:00), 주 15시간, 월 60시간이상5. 근무 기간 : 1개월6. 급여 : 712,800원7. 선발제외자- 국민기초생활보장법에 의한 생계급여 수급자 (의료급여, 교육급여, 주거급여 수급자는 신청가능)- 건강보험 직장가입자- 장기요양보험 등급판정자 1~5등급, 인지지원등급- 정부부처 및 지자체에서 추진하는 일자리사업에 2개 이상 참여하고 있는 자 (노인일자리 및 사회활동지원사업 내 중복참여 불가)",별도문의 02-6220-8640,,,민간,은평구 조리 보조원 모집,,무관,모집 완료 시 마감
구인마감,영등포시니어클럽,영등포구,지하철 택배원,만 65세 이상 ~,무관 / 영등포 거주자,상세내용 참고,,4명,"[영등포시니어클럽 지하철택배 시장형 노인일자리]스마트폰 활용(문자 보기, 답장하기, 길찾기, 전철운행시간 보기 등)이 가능하셔야 하며, 운동 삼아 하는 소일거리를 희망하시는 어르신께 적합합니다. 초심자여도 방문하여 상담 받으실 때 친절하게 알려드립니다. 궁금하신 사항 전화상담 가능하오니, 연락바랍니다. -직무내용 : 3kg 이하의 수하물을 대중교통을 이용하여 당일 배송-근무시간: 탄력적 근무 (근무시간 협의 가능) / 출석일자 월&수(A조), 화&목(B조)로 상담 후 원하는 시간대에 출석 가능함-급여 : 월 180,000원~200,000원 (주 2일 5시간) -필수사항 : 만 65세 이상 영등포 거주자",별도문의 02-6220-8640,,,민간,영등포구 지하철 택배원 모집,,무관,모집 완료 시 마감
구인마감,옳음코리아,강남구,주방 보조원,만 55세~69세,무관,월 200~300만원,,1명,[한식 파인다이닝 주방보조 정직원 모집]-직무내용 : 주방보조 / 식재료 손질 및 설거지 등 주방보조 업무-근무시간 : 12:00~22:00 (휴게시간 16:00~18:00) / 주 5일 근무 -급여 : 월 200~300만원-우대사항 : 경력자 및 조리관련 자격증 소지자 우대-근무예정지 : 분당선 압구정로데오 4번 출구 위치,별도문의 02-6220-8640,,,민간,강남구 주방 보조원 모집,,무관,모집 완료 시 마감
구인마감,알유스포츠 계동점 / (주)타이거알유,종로구,청소원,만 55세~,여,"시급 8,720원",,1명,"-직무내용 : 여탕 청소, 락카 세탁물정리 / 어려운 작업 없음 (초보 가능, 경력 소지자라면 나이무관)-근무시간 : 주 5일 근무 / 월~목: 19:00~22:00, 금: 19:30~22:00-급여 : 시급 8,720원-근무 예정지 : 3호선 안국역 3번 출구에서 도보 5-10분 거리 위치",별도문의 02-6220-8640,,,민간,종로구 청소원 모집,,무관,모집 완료 시 마감
구인마감,(유)우원티엠,강동구,아파트 청소원,만55세~72세,여,"월 1,421,360원",,1명,"[삼성 광나루] 아파트 청소 미화원 모집-직무내용 : 삼성 광나루 아파트 청소업무-근무시간 : 주 6일 근무(격주 토) / 평일: 08:00~15:00 (휴게시간: 12:00~13:00), 격주 토요일: 09:00~12:00-급여 : 월급 1,421,360원-근무예정지 : 8호선 암사역 위치 / 삼성광나루아파트",별도문의 02-6220-8640,,,민간,강동구 아파트 청소원 모집,,무관,모집 완료 시 마감
구인마감,(유)우원티엠,강남구,아파트 청소원,만55세~69세,여,"월급 950,000원",,1명,"[압구정 현대8차] 아파트 청소 미화원 모집-직무내용 : 압구정 현대8차 아파트 청소업무-근무시간 : 주 6일 근무 / 평일: 09:00~13:00 (휴게시간: 12:00~12:30), 토요일: 09:00~11:30-급여 : 월급 950,000원-근무예정지 : 3호선 압구정역 위치 / 압구정동 현대8차 아파트",별도문의 02-6220-8640,,,민간,강남구 아파트 청소원 모집,,무관,모집 완료 시 마감
구인마감,아리랑 재가복지센터,동작구,재가 요양보호사,만55세~69세,여,"시급 11,000원",10:00~13:00,1명,"[재가 요양보호사]-직무내용 : 2등급 90대 남성 어르신 / 코줄 착용하고 계셔서, 코줄 관리 가능자 희망 -근무시간 : 10:00~13:00 (근무시간 협의가능)-급여 : 시급 11,000원-필수 : 요양보호사 자격증 필수-그외 : 바로 근무 가능자 / 이력서, 건강검진, 통장사본, 주민등록증 사본 -근무예정지 : 노량진역 근처 위치한 삼익아파트",별도문의 02-6220-8640,,,민간,동작구 재가 요양보호사 모집,,무관,모집 완료 시 마감
구인마감,주식회사 맥부동산운용,송파구,건물 관리원,만 60세~65세,남,월급 200만원,,1명,"[근린생활건물 일반 관리원 채용]-직무내용 : 건물 일반 관리 및 점검, 보안, 주차 단순안내(실제 운전하지 않음), 미화-근무형태 : 주 6일 / 평일: 09:00~18:00, 토요일 09:00~15:00 (휴게시간 12:00~13:00)-급여 : 월급 200만원-근무예정지 : 서울시 송파구 잠실동 294-32 / 2호선, 9호선 종합운동장역 9번 출구",별도문의 02-6220-8640,,,민간,송파구 건물 관리원 모집,,무관,모집 완료 시 마감
구인마감,어르신-일상생활 영상데이터 촬영,자택에서 촬영,상세내용 참고,고령자 (65세 이상 우대),무관,"1인-35시간, 100종 촬영 완료시 150만원 지급",,남-25명 / 여-25명,"-직무내용 : 음료를 마신다 / 얼굴을 씻는다 / 이를 닦는다 / 손을 씻는다 / 거울을 닦는다 / 걷는다 / 옷을 입는다 / 모자를 쓴다 / 신발을 신는다[위와 같은 일상생활 영상 100가지를 찍어, 영상 제출하시면 됩니다.]65세 이상의 어르신 우대 하며, 남자 25인 & 여자 25인 모집 중입니다. -일정 : 11월 7일까지 촬영을 마무리 하실 수 있는 분-촬영방법 : *핸드폰의 경우, 카메라 정상 작동 되는 스마트폰 보유자요야함 / 혹은 카메라로 대체 가능*혼자 촬영이 어려우실 경우, 촬영보조 가족이 있으실 경우 가족분에게 설명드립니다. (촬영해주실 가족이 없으실 경우는 별도 문의 바랍니다.)*핸드폰 촬영이 어려우실 경우, 사무실에 오시면 직원이 촬영도 함께 해드리고, (5-10건 정도) 집에서 촬영 할 수 있도록 교육을 해드립니다. *촬영 의사가 있다면, 유선전화 주시면 방문 날짜 안내드립니다. *가족 혹은 친구분과 함께 지원 가능합니다. 아래 ""온라인 신청서 작성""하시면, ""유선"" 안내 드립니다. -온라인 신청 : http://the-viral.co.kr/2021everyday_life/-전화 문의 : 070-4147-0057",별도문의 02-6220-8640,,,민간,자택에서 촬영 상세내용 참고 모집,,무관,모집 완료 시 마감
구인마감,구로구시설관리공단,구로구,상세내용참고,상세내용참고,상세내용참고,상세내용참고,,총 선발인원 18명(부서별 상이),"* 시니어인턴십 참여자 자격 *- 중앙정부 및 재정지원 일자리 사업 등에 참여 중인 자    (공공근로,취업성공패키지,국민취업지원제도 참여자 지원 불가)- 사업자등록(임대사업자) 소지자 참여 불가 (소득없음 증빙시 가능)- 동일사업장에 시니어인턴십으로 참여했던 분의 경우, 재참여 불가- 동일 사업장에 90일이내 근무이력 있는자 지원 불가 (일용근로는 가능)- 이중근로 불가 (* 주말 지원자의 경우 해당내용 필히 확인 바람)* 지원서류 내 첨부파일 확인바랍니다. *",별도문의 02-6220-8640,2021년도 13차 직원(공무직 및 사회복지시설종사자) 채용 공고.zip,,공공,구로구 상세내용참고 모집,,무관,모집 완료 시 마감
구인마감,대명엔지니어링,구로구,아파트 경비원,만 55세~69세,남,월급 162만원,,1명,-직무내용 : 아파트 경비업무-근무시간 : 06:30~17:30 / 17:30~11:00 (3교대 근무 형태)-월급 : 162만원-확인사항 : 경비 경력 6개월 필수 / 일반경비원 신임교육 이수증 우대-근무예정지 : 1호선 개봉역 2번 출구 위치,별도문의 02-6220-8640,,,민간,구로구 아파트 경비원 모집,,무관,모집 완료 시 마감
구인마감,(주)우림엠에스바비엥,중구,가사도우미,만55세 ~ 65세,여,"월급 688,880원",09:00~12:00,3명,"[가사도우미 정규직 채용]-직무내용 : 가사 청소 및 돌봄 업무-근무시간 : 09:00~12:00 / 주 5일 근무 -월급 : 688,880원-필수사항 : 범죄조회경력서 및 보건증 필수 제출-우대사항 : 경력자 우대 / 한식조리사 자격증, 아이돌봄수료자, 요양보호사, 활동지원사 우대-근무예정지 : 중구 지역 위주",별도문의 02-6220-8640,,,민간,중구 가사도우미 모집,,무관,모집 완료 시 마감
구인마감,일원빌딩,강남구,주차관리원,만60세 ~ 69세,남,"시급 8,720원",,1명,"-직무내용 : 건물 및 주차 관리인 구함(지하1층, 지상4층 건물) , 주차구역(차량 4~5대)-근무시간 : 주 6일 근무 / 8:00~17:00, 점심시간, 휴게시간 포함-급여 : 시급 8,720원-필수 : 운전면허증 소지, 운전 능숙자-근무예정지 : 3호선 학여울역 1번 출구 위치",별도문의 02-6220-8640,,,민간,강남구 주차관리원 모집,,무관,모집 완료 시 마감
구인마감,어르신행복일자리센터,종로구,지하철 택배원,만 65세 이상 ~,남,상세내용 참고,,10명,"-직무내용: 지하철을 이용한 작은 물건 및 서류 배송-근무시간: 근무시간 협의 가능 (주중, 주말 포함) / 주 5일 근무 / ""토요일 근무 필수임""-급여 : 지하철택배 수입의 70%를 지급(*고용보험, 산재보험 가입)(*건강하시고 스마트폰 원할한 사용자 지원 희망)*보건복지부 어르신일자리 사업 ㄴ 소정의 날짜와 시간 만근시 기본 참여수당 180,000원 지급 ㄴ 참여제외대상: 국민기초생활수급자 및 건강보험 직장가입자, 타정부일자리 사업참여자,장기요양 등급 판정자 지원불가",별도문의 02-6220-8640,,,민간,종로구 지하철 택배원 모집,,무관,모집 완료 시 마감
구인마감,이너스내안에아파트입주자대표회의,강서구,아파트 청소원,만55세~73세,여,월 50만원,09:00~12:00,1명,"[ 아파트 미화 모집 ]-직무내용 : 아파트 청소 (신주없음 / 계단식 아파트 1동_54세대) -근무시간 : 09:00~12:00 / 주 3일근무 (월, 수, 금) -급여 : 월급 50만원-필수 : 청소직종 경력 있으신 분 지원 바람 -근무 예정지 : 9호선 염창역 1번출구 -> 마을버스 04번 이용 -> 염창동 주민센터 하차 도보 1분 내외",별도문의 02-6220-8640,,,민간,강서구 아파트 청소원 모집,,무관,모집 완료 시 마감
구인마감,도봉시니어클럽,서울,지하철 택배원,만 65세~,남,상세내용 참고,,2명,"*지하철택배업무*사무실 이용시간- 주 6일 근무 (월~토) / 협의 후 조정가능- 09:00~16:00 (탄력적 근무+ 일평균 3~4시간 근무 원함)*급여 : 건당 수수료 7.5:2.5 / 월24시간 만근시 21만원 추가 지급*건강한 지하철 무료승차 가능자*기타 : 기초생활생계수급자 불가, 취업자는 지원 안됨.*연 1~2회 인센티브 지급*근무예정지: 종로구 창신동 142-19번지 2층 (동대문역 3번 출구 인근)",별도문의 02-6220-8640,,,민간,서울 지하철 택배원 모집,,무관,모집 완료 시 마감
